Date,Currency,Exchange
30-06-2015,CAD,1.2368
30-06-2015,AUD,1.3004
30-06-2015,EUR,0.8937
30-06-2015,GBP,0.6358
01-07-2015,USD,1.0
01-07-2015,CAD,1.2524
01-07-2015,AUD,1.3025
01-07-2015,EUR,0.9009
01-07-2015,GBP,0.6388
02-07-2015,USD,1.0
02-07-2015,CAD,1.2618
02-07-2015,AUD,1.3169
02-07-2015,EUR,0.9037
02-07-2015,GBP,0.6419
03-07-2015,USD,1.0
03-07-2015,CAD,1.2582
03-07-2015,AUD,1.329
03-07-2015,EUR,0.9012
03-07-2015,GBP,0.6401
04-07-2015,USD,1.0
04-07-2015,CAD,1.2582
04-07-2015,AUD,1.329
04-07-2015,EUR,0.9012
04-07-2015,GBP,0.6401
05-07-2015,USD,1.0
05-07-2015,CAD,1.2582
05-07-2015,AUD,1.329
05-07-2015,EUR,0.9012
05-07-2015,GBP,0.6401
06-07-2015,USD,1.0
06-07-2015,CAD,1.264
06-07-2015,AUD,1.3343
06-07-2015,EUR,0.9084
06-07-2015,GBP,0.6432
07-07-2015,USD,1.0
07-07-2015,CAD,1.2739
07-07-2015,AUD,1.3468
07-07-2015,EUR,0.9148
07-07-2015,GBP,0.6474
08-07-2015,USD,1.0
08-07-2015,CAD,1.2743
08-07-2015,AUD,1.3485
08-07-2015,EUR,0.9071
08-07-2015,GBP,0.6507
09-07-2015,USD,1.0
09-07-2015,CAD,1.2685
09-07-2015,AUD,1.3403
09-07-2015,EUR,0.9046
09-07-2015,GBP,0.6492
10-07-2015,USD,1.0
10-07-2015,CAD,1.2706
10-07-2015,AUD,1.3388
10-07-2015,EUR,0.8941
10-07-2015,GBP,0.6444
11-07-2015,USD,1.0
11-07-2015,CAD,1.2706
11-07-2015,AUD,1.3388
11-07-2015,EUR,0.8941
11-07-2015,GBP,0.6444
12-07-2015,USD,1.0
12-07-2015,CAD,1.2706
12-07-2015,AUD,1.3388
12-07-2015,EUR,0.8941
12-07-2015,GBP,0.6444
13-07-2015,USD,1.0
13-07-2015,CAD,1.2721
13-07-2015,AUD,1.3462
13-07-2015,EUR,0.9051
13-07-2015,GBP,0.6439
14-07-2015,USD,1.0
14-07-2015,CAD,1.276
14-07-2015,AUD,1.3442
14-07-2015,EUR,0.9065
14-07-2015,GBP,0.6422
15-07-2015,USD,1.0
15-07-2015,CAD,1.2744
15-07-2015,AUD,1.3401
15-07-2015,EUR,0.9083
15-07-2015,GBP,0.6399
16-07-2015,USD,1.0
16-07-2015,CAD,1.2947
16-07-2015,AUD,1.3539
16-07-2015,EUR,0.9202
16-07-2015,GBP,0.6424
17-07-2015,USD,1.0
17-07-2015,CAD,1.2978
17-07-2015,AUD,1.3511
17-07-2015,EUR,0.9184
17-07-2015,GBP,0.6413
18-07-2015,USD,1.0
18-07-2015,CAD,1.2978
18-07-2015,AUD,1.3511
18-07-2015,EUR,0.9184
18-07-2015,GBP,0.6413
19-07-2015,USD,1.0
19-07-2015,CAD,1.2978
19-07-2015,AUD,1.3511
19-07-2015,EUR,0.9184
19-07-2015,GBP,0.6413
20-07-2015,USD,1.0
20-07-2015,CAD,1.2985
20-07-2015,AUD,1.3549
20-07-2015,EUR,0.9215
20-07-2015,GBP,0.6424
21-07-2015,USD,1.0
21-07-2015,CAD,1.2992
21-07-2015,AUD,1.357
21-07-2015,EUR,0.9202
21-07-2015,GBP,0.643
22-07-2015,USD,1.0
22-07-2015,CAD,1.2995
22-07-2015,AUD,1.3543
22-07-2015,EUR,0.9173
22-07-2015,GBP,0.6404
23-07-2015,USD,1.0
23-07-2015,CAD,1.2975
23-07-2015,AUD,1.3496
23-07-2015,EUR,0.9092
23-07-2015,GBP,0.6404
24-07-2015,USD,1.0
24-07-2015,CAD,1.3091
24-07-2015,AUD,1.3765
24-07-2015,EUR,0.9142
24-07-2015,GBP,0.6462
25-07-2015,USD,1.0
25-07-2015,CAD,1.3091
25-07-2015,AUD,1.3765
25-07-2015,EUR,0.9142
25-07-2015,GBP,0.6462
26-07-2015,USD,1.0
26-07-2015,CAD,1.3091
26-07-2015,AUD,1.3765
26-07-2015,EUR,0.9142
26-07-2015,GBP,0.6462
27-07-2015,USD,1.0
27-07-2015,CAD,1.303
27-07-2015,AUD,1.3731
27-07-2015,EUR,0.9043
27-07-2015,GBP,0.6445
28-07-2015,USD,1.0
28-07-2015,CAD,1.3014
28-07-2015,AUD,1.3686
28-07-2015,EUR,0.907
28-07-2015,GBP,0.6416
29-07-2015,USD,1.0
29-07-2015,CAD,1.2955
29-07-2015,AUD,1.3691
29-07-2015,EUR,0.9066
29-07-2015,GBP,0.6394
30-07-2015,USD,1.0
30-07-2015,CAD,1.298
30-07-2015,AUD,1.3752
30-07-2015,EUR,0.9128
30-07-2015,GBP,0.6399
31-07-2015,USD,1.0
31-07-2015,CAD,1.3048
31-07-2015,AUD,1.3805
31-07-2015,EUR,0.9118
31-07-2015,GBP,0.642
01-08-2015,USD,1.0
01-08-2015,CAD,1.3048
01-08-2015,AUD,1.3805
01-08-2015,EUR,0.9118
01-08-2015,GBP,0.642
02-08-2015,USD,1.0
02-08-2015,CAD,1.3048
02-08-2015,AUD,1.3805
02-08-2015,EUR,0.9118
02-08-2015,GBP,0.642
03-08-2015,USD,1.0
03-08-2015,CAD,1.3153
03-08-2015,AUD,1.3762
03-08-2015,EUR,0.9132
03-08-2015,GBP,0.6418
04-08-2015,USD,1.0
04-08-2015,CAD,1.313
04-08-2015,AUD,1.3516
04-08-2015,EUR,0.9113
04-08-2015,GBP,0.6404
05-08-2015,USD,1.0
05-08-2015,CAD,1.3171
05-08-2015,AUD,1.3558
05-08-2015,EUR,0.9189
05-08-2015,GBP,0.6398
06-08-2015,USD,1.0
06-08-2015,CAD,1.3168
06-08-2015,AUD,1.3642
06-08-2015,EUR,0.9187
06-08-2015,GBP,0.6444
07-08-2015,USD,1.0
07-08-2015,CAD,1.3082
07-08-2015,AUD,1.3535
07-08-2015,EUR,0.914
07-08-2015,GBP,0.6445
08-08-2015,USD,1.0
08-08-2015,CAD,1.3082
08-08-2015,AUD,1.3535
08-08-2015,EUR,0.914
08-08-2015,GBP,0.6445
09-08-2015,USD,1.0
09-08-2015,CAD,1.3082
09-08-2015,AUD,1.3535
09-08-2015,EUR,0.914
09-08-2015,GBP,0.6445
10-08-2015,USD,1.0
10-08-2015,CAD,1.3131
10-08-2015,AUD,1.358
10-08-2015,EUR,0.9124
10-08-2015,GBP,0.6452
11-08-2015,USD,1.0
11-08-2015,CAD,1.3075
11-08-2015,AUD,1.3652
11-08-2015,EUR,0.9046
11-08-2015,GBP,0.6412
12-08-2015,USD,1.0
12-08-2015,CAD,1.2969
12-08-2015,AUD,1.3562
12-08-2015,EUR,0.8965
12-08-2015,GBP,0.6409
13-08-2015,USD,1.0
13-08-2015,CAD,1.3012
13-08-2015,AUD,1.3611
13-08-2015,EUR,0.9002
13-08-2015,GBP,0.6397
14-08-2015,USD,1.0
14-08-2015,CAD,1.3044
14-08-2015,AUD,1.3537
14-08-2015,EUR,0.8952
14-08-2015,GBP,0.6396
15-08-2015,USD,1.0
15-08-2015,CAD,1.3044
15-08-2015,AUD,1.3537
15-08-2015,EUR,0.8952
15-08-2015,GBP,0.6396
16-08-2015,USD,1.0
16-08-2015,CAD,1.3044
16-08-2015,AUD,1.3537
16-08-2015,EUR,0.8952
16-08-2015,GBP,0.6396
17-08-2015,USD,1.0
17-08-2015,CAD,1.3136
17-08-2015,AUD,1.36
17-08-2015,EUR,0.9009
17-08-2015,GBP,0.6401
18-08-2015,USD,1.0
18-08-2015,CAD,1.3105
18-08-2015,AUD,1.3621
18-08-2015,EUR,0.9042
18-08-2015,GBP,0.6367
19-08-2015,USD,1.0
19-08-2015,CAD,1.307
19-08-2015,AUD,1.3609
19-08-2015,EUR,0.9057
19-08-2015,GBP,0.6384
20-08-2015,USD,1.0
20-08-2015,CAD,1.3126
20-08-2015,AUD,1.367
20-08-2015,EUR,0.8942
20-08-2015,GBP,0.6383
21-08-2015,USD,1.0
21-08-2015,CAD,1.3108
21-08-2015,AUD,1.3637
21-08-2015,EUR,0.8864
21-08-2015,GBP,0.6381
22-08-2015,USD,1.0
22-08-2015,CAD,1.3108
22-08-2015,AUD,1.3637
22-08-2015,EUR,0.8864
22-08-2015,GBP,0.6381
23-08-2015,USD,1.0
23-08-2015,CAD,1.3108
23-08-2015,AUD,1.3637
23-08-2015,EUR,0.8864
23-08-2015,GBP,0.6381
24-08-2015,USD,1.0
24-08-2015,CAD,1.3252
24-08-2015,AUD,1.3832
24-08-2015,EUR,0.8698
24-08-2015,GBP,0.6351
25-08-2015,USD,1.0
25-08-2015,CAD,1.3194
25-08-2015,AUD,1.3851
25-08-2015,EUR,0.8691
25-08-2015,GBP,0.6336
26-08-2015,USD,1.0
26-08-2015,CAD,1.3265
26-08-2015,AUD,1.4
26-08-2015,EUR,0.877
26-08-2015,GBP,0.6415
27-08-2015,USD,1.0
27-08-2015,CAD,1.3226
27-08-2015,AUD,1.3993
27-08-2015,EUR,0.8862
27-08-2015,GBP,0.648
28-08-2015,USD,1.0
28-08-2015,CAD,1.3271
28-08-2015,AUD,1.4012
28-08-2015,EUR,0.8875
28-08-2015,GBP,0.6497
29-08-2015,USD,1.0
29-08-2015,CAD,1.3271
29-08-2015,AUD,1.4012
29-08-2015,EUR,0.8875
29-08-2015,GBP,0.6497
30-08-2015,USD,1.0
30-08-2015,CAD,1.3271
30-08-2015,AUD,1.4012
30-08-2015,EUR,0.8875
30-08-2015,GBP,0.6497
31-08-2015,USD,1.0
31-08-2015,CAD,1.3253
31-08-2015,AUD,1.4046
31-08-2015,EUR,0.8917
31-08-2015,GBP,0.6487
01-09-2015,USD,1.0
01-09-2015,CAD,1.3222
01-09-2015,AUD,1.4201
01-09-2015,EUR,0.89
01-09-2015,GBP,0.6522
02-09-2015,USD,1.0
02-09-2015,CAD,1.3255
02-09-2015,AUD,1.427
02-09-2015,EUR,0.8885
02-09-2015,GBP,0.6547
03-09-2015,USD,1.0
03-09-2015,CAD,1.3263
03-09-2015,AUD,1.428
03-09-2015,EUR,0.8906
03-09-2015,GBP,0.6541
04-09-2015,USD,1.0
04-09-2015,CAD,1.323
04-09-2015,AUD,1.4319
04-09-2015,EUR,0.8978
04-09-2015,GBP,0.6568
05-09-2015,USD,1.0
05-09-2015,CAD,1.323
05-09-2015,AUD,1.4319
05-09-2015,EUR,0.8978
05-09-2015,GBP,0.6568
06-09-2015,USD,1.0
06-09-2015,CAD,1.323
06-09-2015,AUD,1.4319
06-09-2015,EUR,0.8978
06-09-2015,GBP,0.6568
07-09-2015,USD,1.0
07-09-2015,CAD,1.328
07-09-2015,AUD,1.4411
07-09-2015,EUR,0.8972
07-09-2015,GBP,0.6553
08-09-2015,USD,1.0
08-09-2015,CAD,1.3221
08-09-2015,AUD,1.4313
08-09-2015,EUR,0.8959
08-09-2015,GBP,0.649
09-09-2015,USD,1.0
09-09-2015,CAD,1.3248
09-09-2015,AUD,1.4238
09-09-2015,EUR,0.8977
09-09-2015,GBP,0.651
10-09-2015,USD,1.0
10-09-2015,CAD,1.3252
10-09-2015,AUD,1.4154
10-09-2015,EUR,0.8941
10-09-2015,GBP,0.6496
11-09-2015,USD,1.0
11-09-2015,CAD,1.3263
11-09-2015,AUD,1.416
11-09-2015,EUR,0.8875
11-09-2015,GBP,0.6484
12-09-2015,USD,1.0
12-09-2015,CAD,1.3263
12-09-2015,AUD,1.416
12-09-2015,EUR,0.8875
12-09-2015,GBP,0.6484
13-09-2015,USD,1.0
13-09-2015,CAD,1.3263
13-09-2015,AUD,1.416
13-09-2015,EUR,0.8875
13-09-2015,GBP,0.6484
14-09-2015,USD,1.0
14-09-2015,CAD,1.3253
14-09-2015,AUD,1.4042
14-09-2015,EUR,0.8846
14-09-2015,GBP,0.6487
15-09-2015,USD,1.0
15-09-2015,CAD,1.3237
15-09-2015,AUD,1.4033
15-09-2015,EUR,0.8834
15-09-2015,GBP,0.6489
16-09-2015,USD,1.0
16-09-2015,CAD,1.325
16-09-2015,AUD,1.3962
16-09-2015,EUR,0.8906
16-09-2015,GBP,0.6472
17-09-2015,USD,1.0
17-09-2015,CAD,1.3194
17-09-2015,AUD,1.3946
17-09-2015,EUR,0.884
17-09-2015,GBP,0.6441
18-09-2015,USD,1.0
18-09-2015,CAD,1.3027
18-09-2015,AUD,1.3757
18-09-2015,EUR,0.8757
18-09-2015,GBP,0.6391
19-09-2015,USD,1.0
19-09-2015,CAD,1.3027
19-09-2015,AUD,1.3757
19-09-2015,EUR,0.8757
19-09-2015,GBP,0.6391
20-09-2015,USD,1.0
20-09-2015,CAD,1.3027
20-09-2015,AUD,1.3757
20-09-2015,EUR,0.8757
20-09-2015,GBP,0.6391
21-09-2015,USD,1.0
21-09-2015,CAD,1.3183
21-09-2015,AUD,1.3949
21-09-2015,EUR,0.8889
21-09-2015,GBP,0.6438
22-09-2015,USD,1.0
22-09-2015,CAD,1.3271
22-09-2015,AUD,1.4103
22-09-2015,EUR,0.8965
22-09-2015,GBP,0.6475
23-09-2015,USD,1.0
23-09-2015,CAD,1.3265
23-09-2015,AUD,1.4182
23-09-2015,EUR,0.8969
23-09-2015,GBP,0.6544
24-09-2015,USD,1.0
24-09-2015,CAD,1.3379
24-09-2015,AUD,1.4364
24-09-2015,EUR,0.8896
24-09-2015,GBP,0.6571
25-09-2015,USD,1.0
25-09-2015,CAD,1.3313
25-09-2015,AUD,1.4254
25-09-2015,EUR,0.8968
25-09-2015,GBP,0.6589
26-09-2015,USD,1.0
26-09-2015,CAD,1.3313
26-09-2015,AUD,1.4254
26-09-2015,EUR,0.8968
26-09-2015,GBP,0.6589
27-09-2015,USD,1.0
27-09-2015,CAD,1.3313
27-09-2015,AUD,1.4254
27-09-2015,EUR,0.8968
27-09-2015,GBP,0.6589
28-09-2015,USD,1.0
28-09-2015,CAD,1.3358
28-09-2015,AUD,1.4295
28-09-2015,EUR,0.8953
28-09-2015,GBP,0.6582
29-09-2015,USD,1.0
29-09-2015,CAD,1.3388
29-09-2015,AUD,1.4289
29-09-2015,EUR,0.8925
29-09-2015,GBP,0.6597
30-09-2015,USD,1.0
30-09-2015,CAD,1.342
30-09-2015,AUD,1.4227
30-09-2015,EUR,0.8926
30-09-2015,GBP,0.6592
01-10-2015,USD,1.0
01-10-2015,CAD,1.3269
01-10-2015,AUD,1.4146
01-10-2015,EUR,0.8966
01-10-2015,GBP,0.6605
02-10-2015,USD,1.0
02-10-2015,CAD,1.3239
02-10-2015,AUD,1.422
02-10-2015,EUR,0.8961
02-10-2015,GBP,0.6593
03-10-2015,USD,1.0
03-10-2015,CAD,1.3239
03-10-2015,AUD,1.422
03-10-2015,EUR,0.8961
03-10-2015,GBP,0.6593
04-10-2015,USD,1.0
04-10-2015,CAD,1.3239
04-10-2015,AUD,1.422
04-10-2015,EUR,0.8961
04-10-2015,GBP,0.6593
05-10-2015,USD,1.0
05-10-2015,CAD,1.3114
05-10-2015,AUD,1.4109
05-10-2015,EUR,0.89
05-10-2015,GBP,0.6588
06-10-2015,USD,1.0
06-10-2015,CAD,1.3098
06-10-2015,AUD,1.406
06-10-2015,EUR,0.8909
06-10-2015,GBP,0.6592
07-10-2015,USD,1.0
07-10-2015,CAD,1.3003
07-10-2015,AUD,1.3835
07-10-2015,EUR,0.8876
07-10-2015,GBP,0.6531
08-10-2015,USD,1.0
08-10-2015,CAD,1.3047
08-10-2015,AUD,1.3919
08-10-2015,EUR,0.8886
08-10-2015,GBP,0.6545
09-10-2015,USD,1.0
09-10-2015,CAD,1.2936
09-10-2015,AUD,1.3644
09-10-2015,EUR,0.8801
09-10-2015,GBP,0.6519
10-10-2015,USD,1.0
10-10-2015,CAD,1.2936
10-10-2015,AUD,1.3644
10-10-2015,EUR,0.8801
10-10-2015,GBP,0.6519
11-10-2015,USD,1.0
11-10-2015,CAD,1.2936
11-10-2015,AUD,1.3644
11-10-2015,EUR,0.8801
11-10-2015,GBP,0.6519
12-10-2015,USD,1.0
12-10-2015,CAD,1.2927
12-10-2015,AUD,1.3566
12-10-2015,EUR,0.8793
12-10-2015,GBP,0.6508
13-10-2015,USD,1.0
13-10-2015,CAD,1.3047
13-10-2015,AUD,1.3702
13-10-2015,EUR,0.8792
13-10-2015,GBP,0.6576
14-10-2015,USD,1.0
14-10-2015,CAD,1.2985
14-10-2015,AUD,1.3779
14-10-2015,EUR,0.8764
14-10-2015,GBP,0.6501
15-10-2015,USD,1.0
15-10-2015,CAD,1.29
15-10-2015,AUD,1.3648
15-10-2015,EUR,0.8742
15-10-2015,GBP,0.6466
16-10-2015,USD,1.0
16-10-2015,CAD,1.2927
16-10-2015,AUD,1.378
16-10-2015,EUR,0.8803
16-10-2015,GBP,0.6475
17-10-2015,USD,1.0
17-10-2015,CAD,1.2927
17-10-2015,AUD,1.378
17-10-2015,EUR,0.8803
17-10-2015,GBP,0.6475
18-10-2015,USD,1.0
18-10-2015,CAD,1.2927
18-10-2015,AUD,1.378
18-10-2015,EUR,0.8803
18-10-2015,GBP,0.6475
19-10-2015,USD,1.0
19-10-2015,CAD,1.2945
19-10-2015,AUD,1.3748
19-10-2015,EUR,0.8824
19-10-2015,GBP,0.6456
20-10-2015,USD,1.0
20-10-2015,CAD,1.3003
20-10-2015,AUD,1.3727
20-10-2015,EUR,0.8793
20-10-2015,GBP,0.6464
21-10-2015,USD,1.0
21-10-2015,CAD,1.3003
21-10-2015,AUD,1.3834
21-10-2015,EUR,0.8807
21-10-2015,GBP,0.6473
22-10-2015,USD,1.0
22-10-2015,CAD,1.3124
22-10-2015,AUD,1.3871
22-10-2015,EUR,0.8839
22-10-2015,GBP,0.6465
23-10-2015,USD,1.0
23-10-2015,CAD,1.3067
23-10-2015,AUD,1.3759
23-10-2015,EUR,0.9022
23-10-2015,GBP,0.6492
24-10-2015,USD,1.0
24-10-2015,CAD,1.3067
24-10-2015,AUD,1.3759
24-10-2015,EUR,0.9022
24-10-2015,GBP,0.6492
25-10-2015,USD,1.0
25-10-2015,CAD,1.3067
25-10-2015,AUD,1.3759
25-10-2015,EUR,0.9022
25-10-2015,GBP,0.6492
26-10-2015,USD,1.0
26-10-2015,CAD,1.3152
26-10-2015,AUD,1.3788
26-10-2015,EUR,0.9082
26-10-2015,GBP,0.6524
27-10-2015,USD,1.0
27-10-2015,CAD,1.3219
27-10-2015,AUD,1.3831
27-10-2015,EUR,0.9041
27-10-2015,GBP,0.6522
28-10-2015,USD,1.0
28-10-2015,CAD,1.321
28-10-2015,AUD,1.4018
28-10-2015,EUR,0.9021
28-10-2015,GBP,0.6539
29-10-2015,USD,1.0
29-10-2015,CAD,1.3185
29-10-2015,AUD,1.4132
29-10-2015,EUR,0.9149
29-10-2015,GBP,0.6557
30-10-2015,USD,1.0
30-10-2015,CAD,1.3175
30-10-2015,AUD,1.4109
30-10-2015,EUR,0.9077
30-10-2015,GBP,0.6519
31-10-2015,USD,1.0
31-10-2015,CAD,1.3175
31-10-2015,AUD,1.4109
31-10-2015,EUR,0.9077
31-10-2015,GBP,0.6519
01-11-2015,USD,1.0
01-11-2015,CAD,1.3175
01-11-2015,AUD,1.4109
01-11-2015,EUR,0.9077
01-11-2015,GBP,0.6519
02-11-2015,USD,1.0
02-11-2015,CAD,1.3098
02-11-2015,AUD,1.4011
02-11-2015,EUR,0.9065
02-11-2015,GBP,0.6465
03-11-2015,USD,1.0
03-11-2015,CAD,1.3125
03-11-2015,AUD,1.394
03-11-2015,EUR,0.9111
03-11-2015,GBP,0.6497
04-11-2015,USD,1.0
04-11-2015,CAD,1.307
04-11-2015,AUD,1.3909
04-11-2015,EUR,0.9145
04-11-2015,GBP,0.6487
05-11-2015,USD,1.0
05-11-2015,CAD,1.3158
05-11-2015,AUD,1.3997
05-11-2015,EUR,0.9189
05-11-2015,GBP,0.6548
06-11-2015,USD,1.0
06-11-2015,CAD,1.3201
06-11-2015,AUD,1.3995
06-11-2015,EUR,0.9205
06-11-2015,GBP,0.6606
07-11-2015,USD,1.0
07-11-2015,CAD,1.3201
07-11-2015,AUD,1.3995
07-11-2015,EUR,0.9205
07-11-2015,GBP,0.6606
08-11-2015,USD,1.0
08-11-2015,CAD,1.3201
08-11-2015,AUD,1.3995
08-11-2015,EUR,0.9205
08-11-2015,GBP,0.6606
09-11-2015,USD,1.0
09-11-2015,CAD,1.3256
09-11-2015,AUD,1.4164
09-11-2015,EUR,0.928
09-11-2015,GBP,0.6627
10-11-2015,USD,1.0
10-11-2015,CAD,1.3261
10-11-2015,AUD,1.4181
10-11-2015,EUR,0.9336
10-11-2015,GBP,0.6614
11-11-2015,USD,1.0
11-11-2015,CAD,1.3263
11-11-2015,AUD,1.4169
11-11-2015,EUR,0.9332
11-11-2015,GBP,0.6588
12-11-2015,USD,1.0
12-11-2015,CAD,1.3326
12-11-2015,AUD,1.4053
12-11-2015,EUR,0.9323
12-11-2015,GBP,0.6586
13-11-2015,USD,1.0
13-11-2015,CAD,1.3305
13-11-2015,AUD,1.4007
13-11-2015,EUR,0.929
13-11-2015,GBP,0.6569
14-11-2015,USD,1.0
14-11-2015,CAD,1.3305
14-11-2015,AUD,1.4007
14-11-2015,EUR,0.929
14-11-2015,GBP,0.6569
15-11-2015,USD,1.0
15-11-2015,CAD,1.3305
15-11-2015,AUD,1.4007
15-11-2015,EUR,0.929
15-11-2015,GBP,0.6569
16-11-2015,USD,1.0
16-11-2015,CAD,1.3329
16-11-2015,AUD,1.4091
16-11-2015,EUR,0.9326
16-11-2015,GBP,0.6582
17-11-2015,USD,1.0
17-11-2015,CAD,1.3308
17-11-2015,AUD,1.4021
17-11-2015,EUR,0.9372
17-11-2015,GBP,0.6576
18-11-2015,USD,1.0
18-11-2015,CAD,1.3335
18-11-2015,AUD,1.409
18-11-2015,EUR,0.9376
18-11-2015,GBP,0.6571
19-11-2015,USD,1.0
19-11-2015,CAD,1.329
19-11-2015,AUD,1.3966
19-11-2015,EUR,0.9357
19-11-2015,GBP,0.6548
20-11-2015,USD,1.0
20-11-2015,CAD,1.3313
20-11-2015,AUD,1.3871
20-11-2015,EUR,0.9356
20-11-2015,GBP,0.6559
21-11-2015,USD,1.0
21-11-2015,CAD,1.3313
21-11-2015,AUD,1.3871
21-11-2015,EUR,0.9356
21-11-2015,GBP,0.6559
22-11-2015,USD,1.0
22-11-2015,CAD,1.3313
22-11-2015,AUD,1.3871
22-11-2015,EUR,0.9356
22-11-2015,GBP,0.6559
23-11-2015,USD,1.0
23-11-2015,CAD,1.3378
23-11-2015,AUD,1.3915
23-11-2015,EUR,0.9406
23-11-2015,GBP,0.6608
24-11-2015,USD,1.0
24-11-2015,CAD,1.3359
24-11-2015,AUD,1.3861
24-11-2015,EUR,0.9389
24-11-2015,GBP,0.663
25-11-2015,USD,1.0
25-11-2015,CAD,1.3327
25-11-2015,AUD,1.3793
25-11-2015,EUR,0.9446
25-11-2015,GBP,0.6629
26-11-2015,USD,1.0
26-11-2015,CAD,1.3305
26-11-2015,AUD,1.3838
26-11-2015,EUR,0.9423
26-11-2015,GBP,0.6623
27-11-2015,USD,1.0
27-11-2015,CAD,1.3347
27-11-2015,AUD,1.3884
27-11-2015,EUR,0.9452
27-11-2015,GBP,0.6644
28-11-2015,USD,1.0
28-11-2015,CAD,1.3347
28-11-2015,AUD,1.3884
28-11-2015,EUR,0.9452
28-11-2015,GBP,0.6644
29-11-2015,USD,1.0
29-11-2015,CAD,1.3347
29-11-2015,AUD,1.3884
29-11-2015,EUR,0.9452
29-11-2015,GBP,0.6644
30-11-2015,USD,1.0
30-11-2015,CAD,1.3369
30-11-2015,AUD,1.3868
30-11-2015,EUR,0.9453
30-11-2015,GBP,0.6662
01-12-2015,USD,1.0
01-12-2015,CAD,1.3319
01-12-2015,AUD,1.3717
01-12-2015,EUR,0.9434
01-12-2015,GBP,0.6638
02-12-2015,USD,1.0
02-12-2015,CAD,1.3385
02-12-2015,AUD,1.3653
02-12-2015,EUR,0.9423
02-12-2015,GBP,0.6652
03-12-2015,USD,1.0
03-12-2015,CAD,1.3319
03-12-2015,AUD,1.3635
03-12-2015,EUR,0.9371
03-12-2015,GBP,0.6674
04-12-2015,USD,1.0
04-12-2015,CAD,1.3337
04-12-2015,AUD,1.3666
04-12-2015,EUR,0.9173
04-12-2015,GBP,0.6605
05-12-2015,USD,1.0
05-12-2015,CAD,1.3337
05-12-2015,AUD,1.3666
05-12-2015,EUR,0.9173
05-12-2015,GBP,0.6605
06-12-2015,USD,1.0
06-12-2015,CAD,1.3337
06-12-2015,AUD,1.3666
06-12-2015,EUR,0.9173
06-12-2015,GBP,0.6605
07-12-2015,USD,1.0
07-12-2015,CAD,1.3461
07-12-2015,AUD,1.3738
07-12-2015,EUR,0.9252
07-12-2015,GBP,0.664
08-12-2015,USD,1.0
08-12-2015,CAD,1.3603
08-12-2015,AUD,1.3884
08-12-2015,EUR,0.9195
08-12-2015,GBP,0.6686
09-12-2015,USD,1.0
09-12-2015,CAD,1.357
09-12-2015,AUD,1.3876
09-12-2015,EUR,0.914
09-12-2015,GBP,0.6627
10-12-2015,USD,1.0
10-12-2015,CAD,1.354
10-12-2015,AUD,1.3707
10-12-2015,EUR,0.9138
10-12-2015,GBP,0.6612
11-12-2015,USD,1.0
11-12-2015,CAD,1.3664
11-12-2015,AUD,1.3863
11-12-2015,EUR,0.9132
11-12-2015,GBP,0.6597
12-12-2015,USD,1.0
12-12-2015,CAD,1.3664
12-12-2015,AUD,1.3863
12-12-2015,EUR,0.9132
12-12-2015,GBP,0.6597
13-12-2015,USD,1.0
13-12-2015,CAD,1.3664
13-12-2015,AUD,1.3863
13-12-2015,EUR,0.9132
13-12-2015,GBP,0.6597
14-12-2015,USD,1.0
14-12-2015,CAD,1.3754
14-12-2015,AUD,1.3868
14-12-2015,EUR,0.9105
14-12-2015,GBP,0.661
15-12-2015,USD,1.0
15-12-2015,CAD,1.3712
15-12-2015,AUD,1.3831
15-12-2015,EUR,0.9099
15-12-2015,GBP,0.6599
16-12-2015,USD,1.0
16-12-2015,CAD,1.3766
16-12-2015,AUD,1.389
16-12-2015,EUR,0.9147
16-12-2015,GBP,0.6661
17-12-2015,USD,1.0
17-12-2015,CAD,1.3832
17-12-2015,AUD,1.3926
17-12-2015,EUR,0.9224
17-12-2015,GBP,0.6702
18-12-2015,USD,1.0
18-12-2015,CAD,1.3956
18-12-2015,AUD,1.4033
18-12-2015,EUR,0.9228
18-12-2015,GBP,0.6706
19-12-2015,USD,1.0
19-12-2015,CAD,1.3956
19-12-2015,AUD,1.4033
19-12-2015,EUR,0.9228
19-12-2015,GBP,0.6706
20-12-2015,USD,1.0
20-12-2015,CAD,1.3956
20-12-2015,AUD,1.4033
20-12-2015,EUR,0.9228
20-12-2015,GBP,0.6706
21-12-2015,USD,1.0
21-12-2015,CAD,1.3955
21-12-2015,AUD,1.3954
21-12-2015,EUR,0.92
21-12-2015,GBP,0.6714
22-12-2015,USD,1.0
22-12-2015,CAD,1.3917
22-12-2015,AUD,1.3796
22-12-2015,EUR,0.9131
22-12-2015,GBP,0.6722
23-12-2015,USD,1.0
23-12-2015,CAD,1.3903
23-12-2015,AUD,1.3847
23-12-2015,EUR,0.9161
23-12-2015,GBP,0.6715
24-12-2015,USD,1.0
24-12-2015,CAD,1.387
24-12-2015,AUD,1.377
24-12-2015,EUR,0.9135
24-12-2015,GBP,0.6707
25-12-2015,USD,1.0
25-12-2015,CAD,1.387
25-12-2015,AUD,1.377
25-12-2015,EUR,0.9135
25-12-2015,GBP,0.6707
26-12-2015,USD,1.0
26-12-2015,CAD,1.387
26-12-2015,AUD,1.377
26-12-2015,EUR,0.9135
26-12-2015,GBP,0.6707
27-12-2015,USD,1.0
27-12-2015,CAD,1.387
